school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian_mat,traveltime_mat,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,nursery,higher_mat,internet,romantic_mat,famrel_mat,freetime_mat,goout_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat,guardian_por,traveltime_por,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,higher_por,romantic_por,famrel_por,freetime_por,goout_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,student_id
GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,9,16,15,16,mother,1,3,0,no,no,no,no,yes,yes,5,3,2,1,2,4,4,15,14,17,GP_M_18_R_GT3_T_4_3_teacher_services_course_yes_yes
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,5,4,5,2,3,5,0,10,10,9,mother,1,3,0,no,yes,no,no,yes,yes,5,4,5,2,3,5,0,14,13,14,GP_M_18_U_GT3_T_4_3_teacher_other_course_yes_yes
GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,13,15,15,mother,1,3,0,no,yes,no,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,GP_F_17_U_GT3_T_4_3_health_other_reputation_yes_yes
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,1,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,10,11,13,13,mother,2,1,0,no,yes,no,no,yes,no,2,5,5,5,5,5,8,9,10,11,MS_M_18_R_GT3_T_3_2_other_other_course_no_yes
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,3,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,8,7,8,other,3,2,1,no,no,no,no,yes,no,5,4,4,3,3,2,8,10,9,11,MS_M_19_R_GT3_T_1_1_other_services_home_yes_yes
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,5,4,2,3,3,2,13,13,13,mother,2,2,1,no,yes,no,no,yes,no,4,5,4,2,3,3,4,8,9,10,MS_M_17_U_GT3_T_3_3_health_other_course_yes_yes
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,1,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,7,8,7,8,mother,1,1,0,no,no,no,no,no,yes,4,3,3,2,3,3,0,9,10,9,MS_M_18_U_LE3_T_1_3_at_home_services_course_yes_yes
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,8,8,8,other,3,1,1,no,yes,no,no,yes,no,4,4,4,3,3,5,4,8,9,10,MS_M_19_R_GT3_T_1_1_other_other_home_yes_yes
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,13,11,11,mother,2,2,1,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,10,11,11,MS_M_17_R_GT3_T_4_3_services_other_home_no_yes
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,9,9,father,1,2,0,no,yes,no,no,yes,yes,5,3,4,1,1,5,0,10,10,10,MS_F_18_U_GT3_T_3_3_services_services_course_yes_no
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,4,12,13,13,father,2,2,0,no,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12,MS_F_17_R_GT3_T_4_4_teacher_services_other_yes_yes
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,2,12,12,11,mother,2,2,0,no,no,no,no,yes,yes,1,2,3,1,2,5,0,15,14,15,MS_F_17_U_LE3_A_3_2_services_other_reputation_yes_no
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,4,10,10,10,father,2,1,0,no,no,no,no,yes,yes,3,3,2,1,2,3,2,14,13,14,MS_M_18_U_LE3_T_1_1_other_services_home_no_yes
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,18,16,16,father,2,3,0,no,no,no,no,yes,no,5,3,2,1,1,4,0,19,17,18,MS_F_18_U_LE3_T_1_1_at_home_services_course_yes_yes
MS,F,18,R,LE3,A,1,4,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,13,13,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MS_F_18_R_LE3_A_1_4_at_home_other_course_yes_no
MS,M,18,R,LE3,T,1,1,at_home,other,other,mother,2,2,1,no,no,no,yes,no,no,no,no,4,4,3,2,3,5,2,13,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MS_M_18_R_LE3_T_1_1_at_home_other_other_no_no
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,0,11,11,10,mother,2,2,0,no,yes,no,no,yes,yes,4,3,2,1,3,3,6,13,12,13,MS_F_18_U_GT3_T_3_3_services_services_other_yes_yes
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,16,15,15,mother,1,2,0,no,yes,no,yes,yes,yes,2,3,4,1,1,1,4,15,14,15,MS_F_17_U_LE3_T_4_4_at_home_at_home_course_yes_yes
MS,F,17,R,GT3,T,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,12,11,12,father,2,2,0,no,no,no,no,yes,no,3,2,2,1,2,3,0,13,13,13,MS_F_17_R_GT3_T_1_2_other_services_course_no_no
MS,M,18,R,GT3,T,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,4,10,10,10,mother,2,2,0,no,yes,yes,no,yes,no,3,3,4,2,4,3,0,8,10,9,MS_M_18_R_GT3_T_1_3_at_home_other_course_yes_no
MS,M,18,U,LE3,T,4,4,teacher,services,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,2,2,2,2,5,0,13,13,13,mother,2,3,0,no,no,no,no,yes,yes,4,2,2,2,2,5,0,15,16,16,MS_M_18_U_LE3_T_4_4_teacher_services_other_yes_yes
MS,F,17,R,GT3,T,1,1,other,services,reputation,mother,3,1,1,no,yes,yes,no,yes,yes,yes,yes,5,2,1,1,2,1,0,7,6,0,mother,3,1,1,no,yes,no,no,yes,yes,5,2,1,1,2,1,0,8,8,9,MS_F_17_R_GT3_T_1_1_other_services_reputation_yes_yes
MS,F,18,U,GT3,T,2,3,at_home,services,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,yes,5,2,3,1,2,4,0,11,10,10,father,2,1,0,no,yes,no,no,yes,yes,5,2,3,1,2,4,0,10,10,10,MS_F_18_U_GT3_T_2_3_at_home_services_course_yes_yes
MS,F,18,R,GT3,T,4,4,other,teacher,other,father,3,2,0,no,yes,yes,no,no,yes,yes,yes,3,2,2,4,2,5,10,14,12,11,father,3,2,0,no,yes,no,no,yes,yes,3,2,2,4,2,5,0,7,5,0,MS_F_18_R_GT3_T_4_4_other_teacher_other_no_yes
MS,F,19,U,LE3,T,3,2,services,services,home,other,2,2,2,no,no,no,yes,yes,yes,no,yes,3,2,2,1,1,3,4,7,7,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MS_F_19_U_LE3_T_3_2_services_services_home_yes_no
MS,M,18,R,LE3,T,1,2,at_home,services,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,yes,4,3,3,2,3,3,3,14,12,12,father,3,1,0,no,yes,no,yes,no,yes,4,3,3,2,3,3,3,9,10,10,MS_M_18_R_LE3_T_1_2_at_home_services_other_yes_yes
MS,F,17,U,GT3,T,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,13,11,11,mother,1,3,0,no,no,no,yes,yes,yes,3,4,3,1,1,3,8,10,11,12,MS_F_17_U_GT3_T_2_2_other_at_home_home_yes_no
MS,F,17,R,GT3,T,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,14,6,5,5,mother,1,1,0,no,no,no,yes,yes,no,3,5,5,1,3,1,4,7,8,9,MS_F_17_R_GT3_T_1_2_other_other_course_yes_yes
MS,F,18,R,LE3,T,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,19,18,19,mother,2,3,0,no,no,no,no,yes,no,5,4,4,1,1,1,0,15,17,17,MS_F_18_R_LE3_T_4_4_other_other_reputation_yes_yes
MS,F,18,R,GT3,T,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,2,8,8,10,mother,4,3,0,no,no,no,no,yes,no,4,3,2,1,2,4,4,10,11,12,MS_F_18_R_GT3_T_1_1_other_other_home_yes_yes
MS,F,20,U,GT3,T,4,2,health,other,course,other,2,3,2,no,yes,yes,no,no,yes,yes,yes,5,4,3,1,1,3,4,15,14,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MS_F_20_U_GT3_T_4_2_health_other_course_no_yes
MS,F,18,R,LE3,T,4,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,5,4,3,3,4,2,4,8,9,10,mother,1,2,0,no,no,no,yes,yes,no,5,4,3,3,4,2,1,13,14,14,MS_F_18_R_LE3_T_4_4_teacher_services_course_yes_yes
MS,F,18,U,GT3,T,3,3,other,other,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,1,0,15,15,15,mother,1,2,0,no,no,no,no,yes,yes,4,1,3,1,2,1,1,16,16,16,MS_F_18_U_GT3_T_3_3_other_other_home_yes_yes
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,no,4,5,4,2,3,1,17,10,10,10,mother,1,2,0,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9,MS_F_17_R_GT3_T_3_1_at_home_other_reputation_no_yes
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,father,1,2,0,no,no,yes,yes,no,yes,yes,no,3,2,4,1,4,2,4,15,14,14,father,1,2,0,no,no,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19,MS_M_18_U_GT3_T_4_4_teacher_teacher_home_no_yes
MS,M,18,R,GT3,T,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,5,7,6,7,mother,2,1,0,no,no,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0,MS_M_18_R_GT3_T_2_1_other_other_other_no_yes
MS,M,17,U,GT3,T,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,2,11,11,10,father,2,2,0,no,no,no,yes,yes,no,4,4,3,1,1,3,4,14,15,16,MS_M_17_U_GT3_T_2_3_other_services_home_yes_yes
MS,M,19,R,GT3,T,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,6,5,0,mother,2,1,1,no,no,no,no,yes,no,4,3,2,1,3,5,0,5,8,0,MS_M_19_R_GT3_T_1_1_other_services_other_yes_no
MS,M,18,R,GT3,T,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,14,6,5,5,father,2,1,1,no,no,yes,no,yes,no,5,4,3,4,3,3,0,7,7,0,MS_M_18_R_GT3_T_4_2_other_other_home_yes_no
MS,F,18,R,GT3,T,2,2,at_home,other,other,mother,2,3,0,no,no,yes,no,yes,yes,no,no,5,3,3,1,3,4,2,10,9,10,mother,2,3,0,no,no,no,no,yes,no,5,3,3,1,3,4,0,14,17,15,MS_F_18_R_GT3_T_2_2_at_home_other_other_yes_no
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,3,2,2,5,7,6,5,6,mother,3,1,0,no,yes,no,yes,yes,yes,4,4,3,2,2,5,4,7,9,10,MS_F_18_R_GT3_T_4_4_teacher_at_home_reputation_yes_yes
MS,F,19,R,GT3,T,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,0,7,5,0,mother,1,3,1,no,no,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10,MS_F_19_R_GT3_T_2_3_services_other_course_no_yes
MS,F,18,U,LE3,T,3,1,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,1,1,0,7,9,8,mother,1,2,0,no,yes,no,no,yes,no,4,3,4,1,1,1,4,15,15,16,MS_F_18_U_LE3_T_3_1_teacher_services_course_yes_yes
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0,mother,3,2,2,no,no,no,yes,yes,yes,3,4,4,2,2,5,3,7,8,7,MS_F_18_U_GT3_T_1_1_other_other_course_yes_no
MS,F,18,U,GT3,T,1,1,other,other,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,0,6,5,0,mother,2,2,0,no,no,no,yes,yes,no,1,1,1,1,1,5,6,11,12,9,MS_F_18_U_GT3_T_1_1_other_other_course_yes_no
MS,M,20,U,LE3,A,2,2,services,services,course,other,1,2,2,no,yes,yes,no,yes,yes,no,no,5,5,4,4,5,4,11,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MS_M_20_U_LE3_A_2_2_services_services_course_yes_no
MS,M,17,U,LE3,T,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,3,14,16,16,mother,2,1,0,no,no,no,no,yes,no,2,4,5,3,4,2,6,10,10,10,MS_M_17_U_LE3_T_3_1_services_services_course_no_yes
MS,M,21,R,GT3,T,1,1,other,other,course,other,1,1,3,no,no,no,no,no,yes,no,no,5,5,3,3,3,3,3,10,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MS_M_21_R_GT3_T_1_1_other_other_course_no_no
MS,M,18,R,LE3,T,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,0,11,12,10,mother,3,1,0,no,no,no,no,yes,no,4,4,1,3,4,5,4,10,11,11,MS_M_18_R_LE3_T_3_2_services_other_course_no_yes
MS,M,19,U,LE3,T,1,1,other,at_home,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,3,3,3,5,5,8,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,MS_M_19_U_LE3_T_1_1_other_at_home_course_yes_yes
GP,M,16,U,GT3,T,2,3,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,3,0,no,yes,no,no,yes,yes,3,2,3,2,2,1,4,13,12,13,GP_M_16_U_GT3_T_2_3_other_other_course_no_yes
GP,F,18,U,GT3,T,2,1,services,other,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,3,no,yes,no,yes,no,yes,5,4,5,1,3,5,10,10,9,8,GP_F_18_U_GT3_T_2_1_services_other_reputation_yes_yes
GP,F,17,U,LE3,A,2,1,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,3,1,0,no,yes,no,no,yes,no,3,2,2,1,2,5,8,11,10,11,GP_F_17_U_LE3_A_2_1_other_other_course_yes_yes
GP,M,16,U,GT3,T,2,1,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,4,1,0,no,no,no,no,yes,no,3,2,1,1,1,2,4,9,9,11,GP_M_16_U_GT3_T_2_1_at_home_other_course_yes_no
GP,F,16,U,GT3,A,2,2,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,1,no,no,no,no,yes,no,5,3,4,1,1,5,12,13,11,11,GP_F_16_U_GT3_A_2_2_other_other_home_yes_no
GP,F,16,R,GT3,T,1,1,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,4,2,0,no,yes,no,no,yes,no,5,1,3,1,1,3,0,14,13,13,GP_F_16_R_GT3_T_1_1_at_home_other_course_yes_no
GP,M,18,U,LE3,T,3,1,services,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,no,no,yes,yes,yes,3,3,4,4,5,4,2,11,11,12,GP_M_18_U_LE3_T_3_1_services_services_course_yes_yes
GP,F,18,U,GT3,A,3,2,other,services,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,1,3,0,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11,GP_F_18_U_GT3_A_3_2_other_services_course_no_yes
GP,F,16,R,GT3,T,1,1,other,services,reputation,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,yes,no,yes,yes,yes,3,3,3,1,2,1,8,12,11,11,GP_F_16_R_GT3_T_1_1_other_services_reputation_yes_no
GP,F,15,R,GT3,T,1,1,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,3,1,1,no,no,no,yes,yes,yes,5,5,5,1,1,1,2,8,9,9,GP_F_15_R_GT3_T_1_1_other_other_course_yes_yes
GP,F,15,U,GT3,A,3,3,services,services,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,no,no,no,yes,yes,1,3,2,2,3,1,24,9,8,9,GP_F_15_U_GT3_A_3_3_services_services_home_no_no
GP,F,15,U,LE3,A,2,1,at_home,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,yes,no,yes,no,yes,4,4,2,1,1,5,0,11,10,10,GP_F_15_U_LE3_A_2_1_at_home_other_home_yes_yes
GP,F,15,U,GT3,T,1,2,at_home,services,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,no,no,no,yes,yes,2,3,4,2,4,1,6,11,11,11,GP_F_15_U_GT3_T_1_2_at_home_services_course_no_no
GP,M,16,U,LE3,T,1,2,health,services,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,2,no,no,no,no,yes,no,4,4,5,3,5,5,0,9,8,10,GP_M_16_U_LE3_T_1_2_health_services_course_no_yes
GP,M,17,R,GT3,T,3,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,2,yes,yes,no,no,yes,yes,4,4,4,1,4,3,4,7,6,8,GP_M_17_R_GT3_T_3_2_other_other_course_yes_yes
GP,M,15,U,LE3,T,1,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,0,no,no,no,yes,yes,no,4,4,4,2,4,5,2,8,9,10,GP_M_15_U_LE3_T_1_2_other_other_course_yes_no
GP,M,16,U,GT3,T,1,3,at_home,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,1,1,no,no,no,no,no,no,5,3,3,1,4,2,2,9,8,8,GP_M_16_U_GT3_T_1_3_at_home_services_course_yes_yes
GP,M,17,U,GT3,T,3,2,services,services,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,3,no,yes,no,yes,no,no,4,5,2,1,1,2,10,8,7,8,GP_M_17_U_GT3_T_3_2_services_services_course_no_no
GP,F,16,U,GT3,A,4,1,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,no,no,yes,yes,yes,5,3,3,1,2,5,0,14,13,13,GP_F_16_U_GT3_A_4_1_other_other_home_yes_yes
GP,F,18,U,LE3,A,2,4,services,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,2,1,no,yes,no,no,yes,no,4,3,3,1,1,3,18,10,10,10,GP_F_18_U_LE3_A_2_4_services_other_course_yes_yes
GP,F,18,U,LE3,T,2,2,at_home,services,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,1,no,yes,no,no,yes,yes,5,3,1,1,1,5,16,9,8,10,GP_F_18_U_LE3_T_2_2_at_home_services_course_no_yes
GP,F,18,U,GT3,T,3,3,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,1,1,no,no,no,no,no,no,4,1,1,1,1,3,14,8,7,7,GP_F_18_U_GT3_T_3_3_other_other_course_yes_yes
GP,M,18,U,GT3,T,2,2,other,at_home,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,1,1,1,no,yes,no,yes,no,yes,4,4,3,2,2,1,26,7,8,8,GP_M_18_U_GT3_T_2_2_other_at_home_course_no_yes
GP,M,17,U,GT3,T,4,4,teacher,teacher,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,yes,no,yes,yes,no,4,2,1,1,2,5,6,10,8,9,GP_M_17_U_GT3_T_4_4_teacher_teacher_course_no_yes
GP,F,17,U,GT3,T,3,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,no,no,yes,yes,no,5,4,2,1,1,3,4,14,14,15,GP_F_17_U_GT3_T_3_2_other_other_course_yes_no
GP,F,17,U,LE3,T,1,1,at_home,at_home,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,3,0,no,yes,no,yes,yes,yes,4,3,2,1,2,4,10,11,10,10,GP_F_17_U_LE3_T_1_1_at_home_at_home_course_yes_yes
GP,F,16,U,GT3,T,1,2,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,0,no,no,no,no,no,no,5,3,5,1,2,5,4,12,11,11,GP_F_16_U_GT3_T_1_2_other_other_course_yes_yes
GP,F,17,R,LE3,A,1,4,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,other,4,1,1,no,yes,no,no,yes,no,5,5,4,1,1,5,14,9,9,8,GP_F_17_R_LE3_A_1_4_other_other_course_yes_yes
GP,F,17,U,LE3,A,2,2,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,1,1,no,yes,no,no,no,no,3,1,2,1,1,1,8,11,9,10,GP_F_17_U_LE3_A_2_2_other_other_home_no_yes
GP,F,17,R,LE3,T,1,1,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,3,0,no,no,no,yes,yes,no,4,3,3,1,3,5,4,15,14,15,GP_F_17_R_LE3_T_1_1_at_home_other_course_yes_yes
GP,F,17,U,LE3,A,4,2,teacher,other,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,yes,yes,no,4,3,2,1,1,4,4,15,14,14,GP_F_17_U_LE3_A_4_2_teacher_other_course_yes_no
GP,M,17,R,GT3,T,1,1,other,other,home,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,2,3,0,no,no,no,no,yes,yes,4,3,3,1,1,1,2,13,14,15,GP_M_17_R_GT3_T_1_1_other_other_home_no_yes
GP,F,17,U,GT3,T,3,3,services,other,home,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,2,3,0,no,yes,no,no,yes,yes,4,2,2,2,3,5,10,11,11,11,GP_F_17_U_GT3_T_3_3_services_other_home_yes_yes
GP,F,17,U,GT3,T,1,1,at_home,other,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,yes,no,no,no,yes,yes,4,3,2,1,1,4,10,10,9,10,GP_F_17_U_GT3_T_1_1_at_home_other_course_no_no
GP,F,17,U,GT3,T,1,1,other,services,course,-1,-1,-1,-1,-1,-1,-1,-1,yes,-1,no,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,father,1,2,0,no,yes,no,no,yes,no,4,3,4,1,2,5,4,11,10,11,GP_F_17_U_GT3_T_1_1_other_services_course_yes_no
GP,F,18,U,LE3,A,2,1,other,other,course,-1,-1,-1,-1,-1,-1,-1,-1,no,-1,yes,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,mother,1,2,0,no,yes,no,no,yes,yes,4,3,4,1,3,5,2,12,12,13,GP_F_18_U_LE3_A_2_1_other_other_course_no_yes
